-48, -48, 104.976
-46.379, -49.172, 100
-44.712, -50.275, 127
-43.006, -51.317, 127
-41.254, -52.283, 127
-39.465, -53.176, 127
-37.655, -54.025, 127
-35.816, -54.811, 127
-33.953, -55.538, 127
-32.078, -56.234, 127
-30.18, -56.862, 127
-28.27, -57.456, 127
-26.349, -58.012, 127
-24.413, -58.514, 127
-22.473, -58.997, 127
-20.518, -59.418, 127
-18.558, -59.819, 127
-16.591, -60.178, 127
-14.618, -60.502, 127
-12.64, -60.8, 127
-10.656, -61.051, 127
-8.67, -61.289, 127
-6.678, -61.469, 127
-4.685, -61.639, 127
-2.689, -61.758, 127
-0.692, -61.859, 127
1.307, -61.919, 127
3.307, -61.951, 127
5.307, -61.952, 127
7.306, -61.913, 127
9.305, -61.854, 127
11.302, -61.742, 127
13.298, -61.618, 127
15.29, -61.433, 127
17.279, -61.231, 127
19.264, -60.98, 127
21.243, -60.695, 127
23.217, -60.375, 127
25.181, -60, 127
27.142, -59.604, 127
29.086, -59.134, 127
31.022, -58.635, 127
32.944, -58.083, 127
34.847, -57.469, 127
36.739, -56.821, 127
38.6, -56.089, 127
40.439, -55.304, 127
42.258, -54.472, 125.62
44.024, -53.534, 121.492
45.758, -52.538, 117.222
47.454, -51.48, 112.787
49.076, -50.309, 108.171
50.634, -49.058, 103.352
52.126, -47.728, 98.298
53.533, -46.307, 92.965
54.81, -44.768, 87.308
55.978, -43.147, 81.265
57.025, -41.446, 74.734
57.943, -39.67, 67.568
58.665, -37.805, 59.543
59.231, -35.889, 50.266
59.651, -33.937, 38.836
60, -31, 0
60, -31, 0
62.363, -11.14, 0
endData
255
127
200
-48, -48, -20.433, -69.44, 58.16, -67.994, 60, -31
#PATH.JERRYIO-DATA {"appVersion":"0.5.1","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":13.5,"robotHeight":15,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"OyMJjrt7T9","x":-48,"y":-48,"lock":false,"visible":true,"heading":54,"__type":"end-point"},{"uid":"fzzbZ2j81l","x":-20.433237494193328,"y":-69.44014837185605,"lock":false,"visible":true,"__type":"control"},{"uid":"nqGvILu93b","x":58.16034442279732,"y":-67.99364072921205,"lock":false,"visible":true,"__type":"control"},{"uid":"Wm2CrE4RTJ","x":60,"y":-31,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"KhV3OO04ea"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":100,"to":127},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.69},"maxDecelerationRate":255},"name":"Path","uid":"fZaU3855Yz","lock":false,"visible":true}]}
